random_num,股票编号,上市年限,所属行业,所属概念板块,code,上市年限计算
2798,1927,1994-04-04,建筑业,中朝经济特区;地方国企;PPP;超涨;特色小镇;东北振兴;预增,600853.SH,24
478,1928,2004-07-08,制造业,涉矿;预增;超涨;重组;借壳上市,002015.SZ,14
2100,1929,2003-01-06,金融业,融资融券;万得A50;行业龙头;沪伦通;护城河;富时罗素概念;基金重仓(季调);证金概念;含H股的A股;国家队;MSCI大盘;融资融券标的;基金重仓;预增;标普道琼斯概念,600030.SH,15
2107,1930,2003-03-25,建筑业,一带一路;成渝特区;融资融券;地方国企;标普道琼斯概念;国家队;预增;融资融券标的,600039.SH,15
2326,1931,2001-04-26,制造业,小金属;含B股的A股;预增;标普道琼斯概念,600295.SH,17
1365,1932,2017-12-27,制造业,封板新股;次新股,002921.SZ,1
3215,1933,2015-03-25,制造业,小盘成长;工业4.0;标普道琼斯概念;基金重仓(季调),603338.SH,3
2746,1934,1997-03-06,交通运输、仓储和邮政业,地方国企;低价小市值;智能物流;长江经济带;物流骨干网;预增,600794.SH,21
2588,1935,1992-11-16,制造业,上海国资改革;地热能;浦东新区;股权转让;举牌;地方国企;含B股的A股,600619.SH,26
1788,1936,2015-02-17,文化、体育和娱乐业,影视;文化传媒概念;股票质押,300426.SZ,3
654,1937,2007-12-05,制造业,大盘蓝筹;护城河;基因检测;融资融券;融资融券标的;标普道琼斯概念;股票质押,002191.SZ,11
2566,1938,2001-09-06,制造业,标普道琼斯概念;国家队;草甘膦;融资融券;预减;融资融券标的,600596.SH,17
526,1939,2006-08-23,信息传输、软件和信息技术服务业,国家队;融资融券标的;5G应用;标普道琼斯概念;融资融券;超涨;核高基,002063.SZ,12
2655,1940,1993-12-06,房地产业,最小市值;*ST;网络彩票;互联网金融;外资并购;增持;ST概念;举牌,600696.SH,25
785,1941,2009-12-18,建筑业,超涨;预增;光伏;国家队,002323.SZ,9
3359,1942,2017-06-13,制造业,次新股,603767.SH,1
3160,1943,2015-05-28,制造业,白酒;股票质押;标普道琼斯概念,603198.SH,3
601,1944,2007-06-13,制造业,射频及天线;消费电子产业;手机陶瓷外壳;基金重仓(季调);标普道琼斯概念;融资融券标的;制造业单项冠军企业;无线充电;员工持股;智能手表;基站;珠三角;富士康概念;小米产业链;融资融券,002138.SZ,11
3030,1945,2010-12-28,制造业,制造业单项冠军企业;航母;员工持股;标普道琼斯概念,601890.SH,8
3222,1946,2017-02-06,制造业,虫害防治;预增,603360.SH,1
2697,1947,1996-08-08,制造业,预减;并购阶段(需定增);地方国企;融资融券标的;融资融券;甲醇,600740.SH,22
2821,1948,1995-10-31,制造业,重组;并购阶段(需定增);国资改革;玻璃;中国建材集团;央企;超涨;国企混改;含H股的A股;预增;标普道琼斯概念,600876.SH,23
3248,1949,2017-10-20,文化、体育和娱乐业,预增;次新股;近端次新股,603466.SH,1
249,1950,1997-02-26,批发和零售业,地方国企;物联网;安防监控,000701.SZ,21
1632,1951,2011-09-27,制造业,股权转让;重组;股票质押;举牌;高校,300268.SZ,7
506,1952,2005-05-10,制造业,基金重仓(季调);标普道琼斯概念;超涨,002043.SZ,13
965,1953,2010-11-17,制造业,预增;电子商务;股票质押;珠三角;行业龙头;超涨;大消费;O2O;标普道琼斯概念;预减,002503.SZ,8
1941,1954,2016-12-29,制造业,高送转概念;国产化创新;无人驾驶,300585.SZ,2
2434,1955,2002-04-18,交通运输、仓储和邮政业,粤港澳自贸区;国家队;一带一路;珠三角;中字头;预增;标普道琼斯概念;央企,600428.SH,16
2791,1956,1994-03-11,制造业,浦东新区;含B股的A股;*ST;江苏省国资;地方国企;员工持股;ST概念,600844.SH,24
957,1957,2010-11-02,制造业,预增;调味品;股票质押,002495.SZ,8
949,1958,2010-10-15,制造业,钢结构;东北振兴;预增,002487.SZ,8
1427,1959,2010-03-19,制造业,智能电网;轨道交通;股票质押;能源互联网;超涨;充电桩;最小市值;高送转概念;新能源汽车,300062.SZ,8
432,1960,2000-06-22,采矿业,页岩气;国企混改;地方国企;甲醇;标普道琼斯概念;小盘成长;摘帽;基金重仓(季调),000968.SZ,18
2839,1961,1996-04-22,综合,浦东新区;融资融券;房屋租赁;地方国企;创投;上海自贸区;标普道琼斯概念;上海国资改革;迪士尼;上海本地重组;科技园区;融资融券标的;MSCI大盘;蚂蚁金服;国家队,600895.SH,22
1607,1962,2011-07-12,制造业,供应链金融;举牌;制造业单项冠军企业;国家队,300243.SZ,7
3181,1963,2017-05-17,制造业,次新股;制造业单项冠军企业,603269.SH,1
801,1964,2010-01-22,制造业,智能电网;能源互联网,002339.SZ,8
2894,1965,2007-04-06,住宿和餐饮业,预增;地方国企;养老产业;O2O;江苏省国资,601007.SH,11
1578,1966,2011-05-11,制造业,预增,300214.SZ,7
2653,1967,1993-11-22,批发和零售业,O2O;增持;护城河;融资融券;陆股通50;东北振兴;国家队;融资融券标的;举牌;标普道琼斯概念,600694.SH,25
497,1968,2004-08-26,制造业,增持;重组;国家队,002034.SZ,14
503,1969,2005-03-25,交通运输、仓储和邮政业,南京市国资;江苏省国资;长江经济带;地方国企;国家队;原油储运,002040.SZ,13
3234,1970,2017-09-12,制造业,预减;合资企业;次新股;近端次新股;集成电路;电路板,603386.SH,1
1460,1971,2010-07-28,制造业,超涨;员工持股;轨道交通,300095.SZ,8
3371,1972,2015-12-10,制造业,预增;可燃冰;页岩气,603800.SH,3
1214,1973,2015-05-27,批发和零售业,医疗改革;含可转债;可转债,002758.SZ,3
3288,1974,2015-05-13,制造业,小盘成长;草甘膦;标普道琼斯概念;虫害防治,603599.SH,3
315,1975,1998-02-12,农、林、牧、渔业,央企;国资改革;预减;舟山新区;重组,000798.SZ,20
1757,1976,2014-09-10,制造业,国产化创新;半导体材料;半导体产业,300395.SZ,4
314,1977,1997-07-15,房地产业,装配式建筑;标普道琼斯概念;福建自贸区;新型城镇化;地方国企;高送转概念,000797.SZ,21
163,1978,1995-11-28,制造业,标普道琼斯概念;预减;重组,000584.SZ,23
1217,1979,2015-06-10,制造业,家纺,002761.SZ,3
639,1980,2007-10-12,制造业,融资融券标的;锂电池;国家队;锂矿;融资融券;新能源汽车;标普道琼斯概念,002176.SZ,11
2184,1981,2000-07-06,制造业,阿里巴巴概念;手机产业;超涨,600130.SH,18
1821,1982,2015-05-15,制造业,国家队;超涨,300460.SZ,3
2671,1983,1996-06-06,采矿业,股票质押;小金属;地方国企,600714.SH,22
3141,1984,2015-03-20,制造业,股票质押;超涨,603158.SH,3
2841,1985,1996-05-31,交通运输、仓储和邮政业,标普道琼斯概念;福建自贸区;地方国企;预增,600897.SH,22
1619,1986,2011-08-19,制造业,预增;员工持股;雄安新区;医疗改革;医保概念,300255.SZ,7
2074,1987,2017-12-08,制造业,超涨;次新股;近端次新股,300731.SZ,1
2103,1988,2004-03-10,交通运输、仓储和邮政业,车联网;地方国企,600035.SH,14
1367,1989,2009-10-30,制造业,MSCI中盘;超涨;充电桩;融资融券标的;高铁;智能电网;制造业单项冠军企业;融资融券;股票质押;轨道交通;员工持股,300001.SZ,9
2445,1990,2003-08-29,制造业,西部水泥;融资融券标的;CDM项目;小盘成长;央企;一带一路;融资融券;水泥,600449.SH,15
489,1991,2004-07-27,制造业,机床;制造业单项冠军企业;国家队;股票质押;工业4.0,002026.SZ,14
2937,1992,2008-03-10,建筑业,MSCI大盘;国家队;一线龙头;沪伦通;央企;护城河;万得A50;PPP;含H股的A股;大央企重组;证金概念;融资融券标的;高铁;基金重仓(季调);预增;轨道交通;中字头;融资融券;标普道琼斯概念;可转债;雄安新区;行业龙头;大盘蓝筹;一带一路,601186.SH,10
1348,1993,2017-09-29,制造业,预减;次新股;近端次新股;光通信;光模块,002902.SZ,1
2152,1994,1997-07-09,制造业,融资融券;CDM项目;融资融券标的;预增;地方国企;出口型企业,600096.SH,21
1794,1995,2015-03-19,制造业,锂电池;小盘成长;中小创蓝筹;国产化创新;锂电正极;超涨;股票质押,300432.SZ,3
387,1996,1999-02-03,制造业,精准扶贫;医保概念,000908.SZ,19
1068,1997,2011-08-10,批发和零售业,汽车后市场;员工持股;股票质押;超涨;高送转概念;O2O,002607.SZ,7
3174,1998,2017-07-31,批发和零售业,健康中国;次新股;珠三角;标普道琼斯概念;二线龙头,603233.SH,1
525,1999,2006-08-16,建筑业,大飞机;轨道交通;股票质押;超涨;PPP,002062.SZ,12
2036,2000,2017-08-10,租赁和商务服务业,超涨;次新股,300688.SZ,1
64,2001,2000-10-12,制造业,行业龙头;融资融券;高端装备制造;标普道琼斯概念;融资融券标的;含H股的A股;国家队;一带一路;预增;MSCI大盘;固废处理;参股宁德时代,000157.SZ,18
1800,2002,2015-04-24,制造业,小盘成长;锂电池;动力电池;ETC;超涨;举牌,300438.SZ,3
3449,2003,2017-08-22,制造业,次新股;医疗器械,603976.SH,1
1689,2004,2012-06-01,制造业,新材料;超涨;氢能;股票质押;大飞机;供应链金融;燃料电池,300325.SZ,6
542,2005,2006-11-16,制造业,融资融券;融资融券标的;半导体产业;传感器;苹果;智能手表;超涨;半导体分立器件;集成电路;标普道琼斯概念;车联网;5G应用,002079.SZ,12
2477,2006,2004-05-26,制造业,轨道交通;预增;标普道琼斯概念;融资融券标的;央企;高铁;融资融券,600495.SH,14
708,2007,2008-06-05,交通运输、仓储和邮政业,舟山新区;锂电池;金融改革;标普道琼斯概念;合同能源管理;芯片国产化;含可转债;可转债;绿色节能照明;预减,002245.SZ,10
1328,2008,2017-06-22,制造业,次新股;物联网,002881.SZ,1
2058,2009,2017-10-31,科学研究和技术服务业,次新股;近端次新股,300712.SZ,1
605,2010,2007-07-19,金融业,一线龙头;基金重仓(季调);融资融券;中小创蓝筹;可转债;国家队;MSCI大盘;融资融券标的;QFII重仓;标普道琼斯概念;大盘蓝筹;基金重仓,002142.SZ,11
3456,2011,2016-11-21,制造业,超涨;医疗器械,603987.SH,2
1547,2012,2011-02-22,信息传输、软件和信息技术服务业,科技龙头;股票质押;融资融券;融资融券标的;5G应用;超涨;知识产权;数字中国;行业龙头;文化传媒概念;护城河,300182.SZ,7
1238,2013,2015-12-09,制造业,高送转概念;含可转债;地方国企,002783.SZ,3
323,2014,1998-06-16,水利、环境和公共设施管理业,*ST;股票质押;ST概念;低价小市值;新型城镇化;地方国企;东北振兴,000809.SZ,20
1629,2015,2011-09-16,制造业,超涨;含可转债;光纤;可转债;国家队,300265.SZ,7
1333,2016,2017-06-27,制造业,超涨;高频PCB;新材料;富士康概念;次新股,002886.SZ,1
121,2017,1993-11-18,制造业,广东省国资;鸡产业;地方国企;广东国资改革;金融改革;预增;猪产业,000529.SZ,25
1798,2018,2015-04-22,制造业,独家药;预减,300436.SZ,3
1109,2019,2011-12-28,制造业,预增;融资融券标的;员工持股;融资融券;小盘成长;大盘蓝筹;国家队;中小创蓝筹;标普道琼斯概念,002648.SZ,7
1705,2020,2012-07-26,制造业,合资企业;超跌;国家队;超涨,300341.SZ,6
1311,2021,2017-04-18,制造业,出口型企业;次新股;含可转债,002863.SZ,1
2676,2022,1996-07-16,电力、热力、燃气及水生产和供应业,地方国企;东北振兴;预增,600719.SH,22
116,2023,1993-11-08,制造业,粤港澳大湾区;广东国资改革;地方国企;粤港澳自贸区;化妆品;员工持股;广东省国资;预增,000523.SZ,25
3361,2024,2017-08-17,科学研究和技术服务业,标普道琼斯概念;次新股;预增;共享单车,603776.SH,1
1314,2025,2017-04-26,制造业,集成电路;预增;次新股,002866.SZ,1
82,2026,1996-07-16,租赁和商务服务业,金融改革;标普道琼斯概念;股票质押;融资融券标的;一带一路;国家队;融资融券;金控平台,000415.SZ,22
1635,2027,2011-10-26,信息传输、软件和信息技术服务业,基金重仓(季调);云计算;国产软硬件;国家队;超涨;5G应用;电子政务,300271.SZ,7
2951,2028,2016-11-16,金融业,MSCI大盘;富时罗素概念;一线龙头;浦东新区;标普道琼斯概念;融资融券;大盘蓝筹;融资融券标的;沪伦通,601229.SH,2
2863,2029,2005-04-12,建筑业,标普道琼斯概念;融资融券标的;大盘蓝筹;中字头;国家队;一带一路;央企;融资融券,600970.SH,13
1168,2030,2014-01-21,制造业,,002708.SZ,4
1756,2031,2015-02-17,制造业,超涨;出口型企业;举牌;5G;光通信;光模块;基站,300394.SZ,3
693,2032,2008-05-12,信息传输、软件和信息技术服务业,融资融券;MSCI大盘;标普道琼斯概念;人工智能;行业龙头;国产化创新;数字中国;智能家居;智能音箱;智能穿戴;在线教育;智能电视;国家队;生物识别;消费电子产业;智能手表;科技龙头;手机产业;预增;护城河;融资融券标的,002230.SZ,10
2923,2033,2011-01-07,农、林、牧、渔业,海南省国资;MSCI大盘;国家队;海南自贸港;地方国企;土地流转;融资融券;融资融券标的;预减,601118.SH,7
1327,2034,2017-06-16,制造业,超涨;次新股;高送转;地方国企;小盘绩优;生物疫苗;广东省国资;深圳市国资,002880.SZ,1
3329,2035,2017-10-20,制造业,次新股;预减;近端次新股,603683.SH,1
76,2036,1996-07-03,电力、热力、燃气及水生产和供应业,标普道琼斯概念;增持;固废处理;LNG;草甘膦,000407.SZ,22
2136,2037,1997-06-27,制造业,融资融券;磷酸铁锂电池;国家队;股票质押;融资融券标的,600078.SH,21
3220,2038,2017-01-25,制造业,标普道琼斯概念,603358.SH,1
602,2039,2007-06-29,制造业,超涨;5G应用;锂电池;标普道琼斯概念;磷酸铁锂电池;含可转债;智能家居;物联网,002139.SZ,11
756,2040,2009-09-10,制造业,一线龙头;护城河;行业龙头;抗生素;国家队;珠三角;创新药;预减;仿制药;MSCI大盘;融资融券;基金重仓(季调);大盘蓝筹;融资融券标的;大消费;国产化创新;标普道琼斯概念,002294.SZ,9
1951,2041,2017-01-19,制造业,新材料;预增,300596.SZ,1
999,2042,2011-01-18,制造业,智慧农业;融资融券标的;含可转债;融资融券;预增;股权转让,002538.SZ,7
330,2043,1997-10-17,制造业,标普道琼斯概念;股票质押;超涨;重组;军民融合,000818.SZ,21
148,2044,1994-02-02,批发和零售业,重组;黄金珠宝;房屋租赁;股票质押;标普道琼斯概念,000560.SZ,24
2091,2045,2003-08-08,交通运输、仓储和邮政业,融资融券;地方国企;预增;标普道琼斯概念;金控平台;融资融券标的,600020.SH,15
786,2046,2009-12-18,制造业,预增;聚碳酸酯;员工持股;新材料;超涨;液晶显示;标普道琼斯概念,002324.SZ,9
1639,2047,2011-11-02,信息传输、软件和信息技术服务业,传感器;国家队;煤矿智能,300275.SZ,7
2061,2048,2017-11-09,制造业,近端次新股;次新股;预减,300716.SZ,1
547,2049,2006-11-24,制造业,地热能;O2O;合资企业;电子商务;出口型企业;并购阶段(需定增);人民币贬值,002084.SZ,12
844,2050,2010-04-02,制造业,出口型企业;超涨;并购阶段(需定增);标普道琼斯概念;医疗器械;医疗改革;健康中国;股票质押;预增,002382.SZ,8
109,2051,1993-07-12,房地产业,重组;地方国企;成渝特区;一带一路;国家队;新型城镇化,000514.SZ,25
2275,2052,2000-06-15,制造业,地方国企,600235.SH,18
2523,2053,2001-12-25,交通运输、仓储和邮政业,大盘蓝筹;可转债;含H股的A股;深圳市国资;融资融券标的;地方国企;二线龙头;广东省国资;标普道琼斯概念;国企混改;融资融券;珠三角;环保概念;预增,600548.SH,17
2824,2054,1995-11-15,文化、体育和娱乐业,腾讯概念;成渝特区;国家队;融资融券标的;融资融券;地方国企;网络游戏;虚拟现实;文化传媒概念,600880.SH,23
2592,2055,1992-12-04,制造业,地方国企;大盘蓝筹;上海国资改革;含B股的A股;标普道琼斯概念;预减,600623.SH,26
1071,2056,2011-08-15,制造业,电动物流车;能源互联网;标普道琼斯概念;光伏,002610.SZ,7
517,2057,2006-07-25,制造业,预增;染料;股票质押;超涨;员工持股,002054.SZ,12
